TFRecords files already exist. Proceed with the execution
Preparing dataset hapt...
All relevant data from this run is stored in /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn
Tensorboard output will be stored in: /Users/Pankai/PycharmProjects/dl-lab-21w-team20/human_activity_recognition/logs/20220201-235308
Training will be from scratch since no valid checkpoint was specified.
All checkpoints will be stored in: /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn/ckpts

======== Starting Training ========
Step 20, Loss: 2.242011308670044, Accuracy: 31.56%, Test Loss: 1.5053527355194092, Validation Accuracy: 56.54%
Step 4040, Loss: 0.021754000335931778, Accuracy: 98.87%, Test Loss: 0.8796188831329346, Validation Accuracy: 87.14%
Step 4060, Loss: 0.018743058666586876, Accuracy: 99.22%, Test Loss: 0.7299172282218933, Validation Accuracy: 87.04%
Step 4080, Loss: 0.03303471580147743, Accuracy: 98.75%, Test Loss: 0.7743498086929321, Validation Accuracy: 86.93%
Step 4100, Loss: 0.023743415251374245, Accuracy: 98.75%, Test Loss: 0.8780301809310913, Validation Accuracy: 86.72%
Step 4120, Loss: 0.03178109601140022, Accuracy: 98.91%, Test Loss: 0.8197483420372009, Validation Accuracy: 87.25%
Step 4140, Loss: 0.042768608778715134, Accuracy: 97.97%, Test Loss: 0.7910633087158203, Validation Accuracy: 87.46%
Step 4160, Loss: 0.029655972495675087, Accuracy: 98.91%, Test Loss: 0.7215400338172913, Validation Accuracy: 86.93%
Step 4180, Loss: 0.03172812610864639, Accuracy: 98.44%, Test Loss: 0.7377448678016663, Validation Accuracy: 86.93%
Step 4200, Loss: 0.014019185677170753, Accuracy: 99.53%, Test Loss: 0.7579444050788879, Validation Accuracy: 87.04%
Step 4220, Loss: 0.04323539882898331, Accuracy: 98.59%, Test Loss: 0.7783973813056946, Validation Accuracy: 87.14%
Step 4240, Loss: 0.01630997098982334, Accuracy: 99.84%, Test Loss: 0.860505223274231, Validation Accuracy: 86.72%
Step 4260, Loss: 0.025558525696396828, Accuracy: 98.87%, Test Loss: 0.9928826093673706, Validation Accuracy: 86.50%
Step 4280, Loss: 0.023487094789743423, Accuracy: 98.91%, Test Loss: 0.9318931102752686, Validation Accuracy: 86.72%
Step 4300, Loss: 0.03045860305428505, Accuracy: 98.75%, Test Loss: 0.8224355578422546, Validation Accuracy: 88.74%
Step 4320, Loss: 0.03405114263296127, Accuracy: 98.75%, Test Loss: 0.8447591662406921, Validation Accuracy: 86.93%
Step 4340, Loss: 0.04546760022640228, Accuracy: 98.12%, Test Loss: 0.7549967169761658, Validation Accuracy: 89.48%
Step 4360, Loss: 0.033174920827150345, Accuracy: 98.28%, Test Loss: 0.8016890287399292, Validation Accuracy: 88.63%
Step 4380, Loss: 0.07496804744005203, Accuracy: 97.81%, Test Loss: 0.889737069606781, Validation Accuracy: 87.35%
Step 4400, Loss: 0.03574001044034958, Accuracy: 98.75%, Test Loss: 0.8763615489006042, Validation Accuracy: 87.35%
Step 4420, Loss: 0.017375890165567398, Accuracy: 99.38%, Test Loss: 0.8955115079879761, Validation Accuracy: 86.82%
Step 4440, Loss: 0.03356258198618889, Accuracy: 98.59%, Test Loss: 0.9885686635971069, Validation Accuracy: 87.35%
Step 4460, Loss: 0.03742079809308052, Accuracy: 98.75%, Test Loss: 0.838803231716156, Validation Accuracy: 86.93%
Step 4480, Loss: 0.030739307403564453, Accuracy: 98.54%, Test Loss: 0.7615877389907837, Validation Accuracy: 86.18%
Step 4500, Loss: 0.021641278639435768, Accuracy: 99.22%, Test Loss: 0.7738220691680908, Validation Accuracy: 86.18%
Step 4520, Loss: 0.02356131002306938, Accuracy: 99.22%, Test Loss: 0.772019624710083, Validation Accuracy: 87.67%
Step 4540, Loss: 0.026963606476783752, Accuracy: 99.06%, Test Loss: 0.8170016407966614, Validation Accuracy: 86.93%
Step 4560, Loss: 0.04168165102601051, Accuracy: 98.91%, Test Loss: 0.7746339440345764, Validation Accuracy: 86.61%
Step 4580, Loss: 0.032259684056043625, Accuracy: 98.28%, Test Loss: 0.7014527916908264, Validation Accuracy: 88.10%
Step 4600, Loss: 0.03294241055846214, Accuracy: 98.91%, Test Loss: 0.8463700413703918, Validation Accuracy: 87.14%
Step 4620, Loss: 0.04203110188245773, Accuracy: 98.44%, Test Loss: 0.8691551089286804, Validation Accuracy: 86.93%
Step 4640, Loss: 0.02878711000084877, Accuracy: 98.44%, Test Loss: 0.679141640663147, Validation Accuracy: 88.31%
Step 4660, Loss: 0.035496510565280914, Accuracy: 98.59%, Test Loss: 0.6846417188644409, Validation Accuracy: 89.59%
Step 4680, Loss: 0.015056204982101917, Accuracy: 99.69%, Test Loss: 0.7579139471054077, Validation Accuracy: 88.31%
Step 4700, Loss: 0.022915340960025787, Accuracy: 98.91%, Test Loss: 0.8958652019500732, Validation Accuracy: 87.14%
Step 4720, Loss: 0.020970363169908524, Accuracy: 99.35%, Test Loss: 0.9932993054389954, Validation Accuracy: 86.50%
Step 4740, Loss: 0.01957758329808712, Accuracy: 99.22%, Test Loss: 0.7945702075958252, Validation Accuracy: 87.57%
Step 4760, Loss: 0.020210351794958115, Accuracy: 99.38%, Test Loss: 0.9238417148590088, Validation Accuracy: 87.25%
Step 4780, Loss: 0.03615117818117142, Accuracy: 98.44%, Test Loss: 0.9432916641235352, Validation Accuracy: 87.35%
Step 4800, Loss: 0.03803907707333565, Accuracy: 98.91%, Test Loss: 0.7292126417160034, Validation Accuracy: 89.90%
Saving better val_acc checkpoint to /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn/ckpts.
Step 4820, Loss: 0.03546442091464996, Accuracy: 98.28%, Test Loss: 0.725275456905365, Validation Accuracy: 90.12%
Saving better val_acc checkpoint to /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn/ckpts.
Step 4840, Loss: 0.03834008052945137, Accuracy: 98.59%, Test Loss: 0.7750377655029297, Validation Accuracy: 90.12%
Saving better val_acc checkpoint to /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn/ckpts.
Step 4860, Loss: 0.044203441590070724, Accuracy: 98.91%, Test Loss: 0.8283339142799377, Validation Accuracy: 89.37%
Step 4880, Loss: 0.021945856511592865, Accuracy: 98.91%, Test Loss: 0.8115981221199036, Validation Accuracy: 88.95%
Step 4900, Loss: 0.02821602299809456, Accuracy: 98.91%, Test Loss: 0.7188488841056824, Validation Accuracy: 90.01%
Step 4920, Loss: 0.02463279291987419, Accuracy: 98.75%, Test Loss: 0.78301602602005, Validation Accuracy: 87.89%
Step 4940, Loss: 0.00568251172080636, Accuracy: 100.00%, Test Loss: 0.8925157785415649, Validation Accuracy: 87.35%
Step 4960, Loss: 0.017258163541555405, Accuracy: 99.06%, Test Loss: 0.8893807530403137, Validation Accuracy: 87.89%
Step 4980, Loss: 0.030247975140810013, Accuracy: 98.12%, Test Loss: 1.1680586338043213, Validation Accuracy: 87.14%
Step 5000, Loss: 0.03149731829762459, Accuracy: 98.91%, Test Loss: 1.0151867866516113, Validation Accuracy: 89.69%
Finished training after 5000 steps.
